username,handle,postDate,responding,retweets,likes
Yanti,@yantialif2,2023-05-04T00:24:28.000Z,https://instagram.com/p/CruwD7nSyYj/?igshid=YmMyMTA2M2Y=…@indihome#berkontenriabersamaindihome#aktivitastanpabatas#InternetnyaIndonesia instagram.comyanti (@yantialif1) • Instagram photos and videos,,
donkeykong,@lookaturtits,2023-05-04T00:22:10.000Z,"Pantesan dari tadi malam Indihome ngga ada koneksi sama sekali ya, ternyata masalahnya sama. Min @IndiHomeCare @IndiHome tolong dong min gimana nih?? 134",,
Mutiara Hati,@RBambapuang,2023-05-04T00:15:00.000Z,@IndiHome min cek dm 220,,
Chamjiege,@chamjiege_,2023-05-04T00:03:57.000Z,"Membalas @T2h_Okti dan @IndiHome Setuju banget, dirumah bisa lebih dekat dengan keluarga jam kerja juga fleksibel",,
Mayang,@Mamima25,2023-05-04T00:00:01.000Z,@IndiHome cabut langganan indihome 357,,
san,@Sandiadinugrah1,2023-05-03T23:28:35.000Z,"@IndiHome halo selamat pagi min, ini kalo mau pengaduan kmn ya ? Soalnya dari semalem abis maggrib wifi gak bisa sama sekali 450",,
this?,@typicaldist,2023-05-03T19:19:33.000Z,"@IndiHome ka maaf ini mau cek tagihan, harusnya ini bayar 1 bulan, kenapa tagihan nya dobel ya??? 148",,
farida,@dompetcerdas,2023-05-03T19:09:06.000Z,Membalas @T2h_Okti dan @IndiHome Asyik banget deh kalau bisa produktif di mana pun,,
muhammad aditya,@adityakunaldi,2023-05-03T18:39:37.000Z,"@IndiHomeCare @IndiHome min, saya ingin berhenti berlangganan internet, untuk pencabutan modem prosesnya berapa lama ya? 535",,
muhammad aditya,@adityakunaldi,2023-05-03T18:38:12.000Z,"@IndiHome min, saya ingin berhenti berlangganan internet, untuk pencabutan modem prosesnya berapa lama ya? 137",,
Mutia Ramadhani,@muthe_ramadhani,2023-05-03T18:24:14.000Z,"Hai, Tweeps. Sbg ibu 3 anak di mana 2 di antaranya spesial, aku mau cerita bgmn #sharenting bs mningkatkan kwaspadaan akn gangguan tumbuh kmbang ank.https://kompasiana.com/maetamimainaka9709/6452a06608a8b5699d587582/sharenting-tingkatkan-kewaspadaan-akan-gangguan-tumbuh-kembang-anak…@IndiHome#InternetnyaIndonesia#AktivitasTanpaBatas#BerkontenRiaBersamaIndiHome#LombaBlogIndiHome kompasiana.comSharenting Tingkatkan Kewaspadaan akan Gangguan Tumbuh Kembang AnakSharenting positif apabila meningkatkan awareness orang tua akan tumbuh kembang anak. Bagaimana penerapan sharenting yang baik?",,
febri ratna,@mporatne,2023-05-03T18:15:05.000Z,Membalas @T2h_Okti dan @IndiHome Saatnya buktikan  dengan mengwujudkan punya berlian dan pundi rupiah biar segunung dengan kerja dari rumah.,,
addie,@blanc_aura,2023-05-03T18:01:32.000Z,"Membalas @everydaysammmy @jurnalislokal  dan 2 lainnya dari jaman sy make speedy saya tau juga begitu ,, tapi sejak @IndiHome mengeluarkan & gencar menawarkan paket beli ont , mereka yg sewa & ngontrak rumah di arahkan utk beli ont dgn alasan ba bi bu be bo.. dan itu saya alami disini, mungkin krn di sini gak ada kompetitor lain..",,
boimjametkuproy,@boimjametkuproy,2023-05-03T17:31:03.000Z,"admin @IndiHome , cek DM 116",,
vina,@vina47094831,2023-05-03T17:25:54.000Z,@IndiHome malaaaaamm 112,,
Feb,@febrinakurnia,2023-05-03T17:23:46.000Z,@IndiHome kok udah beberapa hari modem nya los dan ga ada koneksi? 3105,,
Riana Dewie,@RianaDewie,2023-05-03T17:20:31.000Z,"Saya Belajar Ngonten dari seleb TikTok yang satu ini https://kompasiana.com/rianadewie/645292bea7e0fa64f809b302/saya-belajar-ngonten-dari-seleb-tiktok-yang-satu-ini?page=all…@IndiHome#InternetnyaIndonesia, #AktivitasTanpaBatas #ContentCreationCompetition #LombaBlogIndiHome kompasiana.comSaya Belajar Ngonten dari Seleb TikTok yang Satu ini!Di dua tahun terakhir ini, saya sering menemani seorang seleb Tiktok atau Selebgram saat membuat konten. Bagaimana serunya? Baca ini sampai selesai ya",,
esmeralda,@meraldesme,2023-05-03T17:17:48.000Z,@IndiHome lag 220,,
Wahyu Ahmad,@WahyuAhm4d,2023-05-03T15:56:18.000Z,Membalas @IndiHomeJBN dan @IndiHome ikut,,
Rahmat Abdina 02,@abdina_rahmat,2023-05-03T15:52:12.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap,,
.,@aeyyinnn,2023-05-03T15:52:06.000Z,@IndiHomeCare @IndiHome ini gimana sih sinyalnya ilang mulu nyambung tapi gada internetnya ganggu aktivitas 234,,
nur annisa,@ann1s4,2023-05-03T15:41:59.000Z,"siapa nih yang suka ke museum, ternyata ke museum bisa jadi sesuatu yang seru juga konten yang menarik ini contohnya https://instagram.com/reel/CryUEpSsrPr/… @IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #BerkontenRiaBersamaIndiHome #IndiHomeVideoCompetition instagram.comnur annisa (@nannisa7) • Instagram reel",,
South Queen,@SouthQu47840864,2023-05-03T15:41:44.000Z,Cekidot gan @IndiHome #InternetnyaIndonesia#AktivitasTanpaBatas #BerkontenRiaBersamaIndiHome#IndiHomePhotoCompetition instagram.comMuthiah Alhasany (@muthiahalhasany) • Instagram photo,,
Rizky Alfiyanto,@RizkyAlfiyanto8,2023-05-03T15:41:20.000Z,Membalas @IndiHomeJBN dan @IndiHome Wow .  @IndiHomeJBN,,
Davit Setiawan,@DavitS1612,2023-05-03T15:37:59.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk... Ikutan biar move on @IndiHomeJBN,,
rosehanifahhh,@rosehanifahhh,2023-05-03T15:36:49.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap nih @IndiHomeJBN,,
yasmin,@yasminuuu5,2023-05-03T15:32:59.000Z,Membalas @IndiHomeJBN dan @IndiHome Makasi infonya @IndiHomeJBN,,
Apreliani Dewi Anggita,@DewiApreliani,2023-05-03T15:32:50.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru nih @IndiHomeJBN,,
muhderiyus,@deriyus33,2023-05-03T15:32:30.000Z,Membalas @IndiHomeJBN dan @IndiHome Nice gaes,,
abi mat,@abimat6,2023-05-03T15:28:11.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk ikut,,
korban janji,@korbanjanj1,2023-05-03T15:23:45.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap,,
Sangsa Saputra,@SangfirmanS,2023-05-03T15:20:59.000Z,Membalas @IndiHomeJBN dan @IndiHome Pengen ikutan @IndiHomeJBN,,
Abdi Surya,@pringadi_as,2023-05-03T15:20:34.000Z,"https://kompasiana.com/pringadiasurya/64527b0ca7e0fa333230b6e3/tips-bikin-short-video-di-youtube…@IndiHome #InternetnyaIndonesia, #AktivitasTanpaBatas #ContentCreationCompetition #LombaBlogIndiHome kompasiana.comTips Bikin Short Video di YoutubeCara dan tips bikin short video di Youtube yang mudah dan tidak memakan waktu",,
mamat,@cak_mat79,2023-05-03T15:20:00.000Z,Membalas @IndiHomeJBN dan @IndiHome Ikut ah,,
Haerudin,@haerudin8833,2023-05-03T15:12:27.000Z,Membalas @IndiHomeJBN dan @IndiHome Hadiahnya wow @IndiHomeJBN,,
Tanti Amelia,@nengtanti13,2023-05-03T15:12:12.000Z,"Teman2 yg di sekitarku saat ini,  pasti beranggapan hidupku menyenangkan as a content creator. Padahal, kenyataannya? Baca deh curcol aku di sinihttps://tantiamelia.com/2023/05/rahasia-di-balik-layar-saat-memutuskan.html… @IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #BerkontenRiaBersamaIndiHome #LombaBlogIndiHome tantiamelia.comRAHASIA di BALIK LAYAR SAAT MEMUTUSKAN MENJADI CONTENT CREATOR",,1
Ari Kusuma,@ari_kusuma_ae,2023-05-03T15:10:05.000Z,Membalas @IndiHomeJBN dan @IndiHome ikutan yukz,,
Sela Vinalia,@SelaVinalia519,2023-05-03T15:08:44.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap hadiahnya min @IndiHomeJBN,,
suhadma,@Afif94935962,2023-05-03T15:07:45.000Z,Membalas @Afif94935962 dan @IndiHomeCare @IndiHome @IndiHomeCare,,
Lina Marlina,@LinaMar24823219,2023-05-03T15:03:47.000Z,Membalas @IndiHomeJBN dan @IndiHome Ikut ah . @IndiHomeJBN,,
Narinna,@na_rinna,2023-05-03T14:59:11.000Z,"Dgn Internetnya Indonesia yaitu Indihome ku bs melakukan Aktivitas Tanpa Batas, Berkonten Ria Bersama keluarga.Yuk ikutan IndiHome Video Competition @IndiHome#InternetnyaIndonesia #AktivitasTanpaBatas#BerkontenRiaBersamaIndiHome #IndiHomeVideoCompetition ",,
Drida manggaliya,@DridaManggaliya,2023-05-03T14:54:57.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap @IndiHomeJBN,,
Suci Badriah,@SuciBadriah1,2023-05-03T14:37:54.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru nih @IndiHomeJBN,,
suhadma,@Afif94935962,2023-05-03T14:35:54.000Z,"Mohon arahannya @IndiHomeCare @IndiHome, ini internet mati tapi kena cas bayarnya. Kenapa yah? 146",,
Majid,@Majid217684691,2023-05-03T13:38:11.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru2an lg nih..,,
Za,@Za_3z,2023-05-03T13:35:45.000Z,Signal 5g @IndiHome (sad) 248,,
Kurniawan,@kurniawanbrooo,2023-05-03T13:35:06.000Z,@IndiHome malam min 219,,
AgusDwi,@AgusDwi73220654,2023-05-03T13:33:14.000Z,Membalas @IndiHomeJBN dan @IndiHome Ikutan Yuk,,
rini161014,@rini161014,2023-05-03T13:30:54.000Z,Membalas @IndiHomeJBN dan @IndiHome wah hadiahny keren jg,,
enip,@enip95973729,2023-05-03T13:29:36.000Z,Membalas @IndiHomeJBN dan @IndiHome Makasih infonya,,
ben1_PA,@ben1_PA,2023-05-03T13:25:01.000Z,Membalas @IndiHomeJBN dan @IndiHome Pasti lebih seru ini min,,
IndraArdi,@IndraArdi83,2023-05-03T13:23:46.000Z,"Membalas @IndiHomeJBN dan @IndiHome Wow, hadiahnya menarik",,
Melly Feyadin,@melfeyadin,2023-05-03T13:21:58.000Z,"Mimpi Mengenalkan Budaya dan Bahasa Daerah dengan Internetnya Indonesia .https://kompasiana.com/margeraye/64525ed44addee0e7275e4a4/mimpi-mengenalkan-budaya-dan-bahasa-daerah-dengan-internetnya-indonesia…@IndiHome#InternetnyaIndonesia #AktivitasTanpaBatas #BerkontenRiaBersamaIndihome #LombaBlogIndiHome kompasiana.comMimpi Mengenalkan Budaya dan Bahasa Daerah dengan Internetnya IndonesiaDi Zaman serba digital seperti sekarang ini, tak sedikit netizen maupun anak muda Indonesia yang seperti malu untuk mengakui dengan kekayaan budaya",,
Islamiyah,@islamiyh57,2023-05-03T13:20:39.000Z,Membalas @IndiHomeJBN dan @IndiHome wahh seruh nih,,
rezky,@rezky0711,2023-05-03T13:17:06.000Z,Membalas @IndiHomeJBN dan @IndiHome Asik mau ikutan ah,,
Suciati,@su_suciati,2023-05-03T13:15:52.000Z,Aku udah submittttMakasih @indiHome udah ngadain video competitionSemoga banyak anak Indonesia yang tersalurkan bakatnya dari kompetisi ini #BerkontenRiaBersamaIndiHome buruaaan ikutan guyss #AktivitasTanpaBatas bersama #indihome ,,
Madevy,@Madevy2,2023-05-03T13:15:42.000Z,Membalas @IndiHomeJBN dan @IndiHome Dijamin seruh nih,,
Zain123,@CakInul2022,2023-05-03T13:15:04.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru kayaknya ikutan lg,,
JS,@jo_josgandos,2023-05-03T13:13:32.000Z,"@IndiHome @IndiHomeCare tolong isolir saya dibuka dong, udah 3x telpon CS dan sudah minta dibukakan isolirnya, tapi 2x24 jam belum juga kebuka. Gimana ini. ",,
batseba791,@batseba791,2023-05-03T12:44:35.000Z,Membalas @IndiHomeJBN dan @IndiHome Ayo ikutan keseruannya,,
yusuf serebu,@YSerebu,2023-05-03T12:44:13.000Z,@indihome halo min 215,,
cegunawan,@cegun,2023-05-03T12:43:38.000Z,Peluang Baru untuk Pengajar: Berkarya Sebagai Konten Kreator Pendidikan Bersama @IndiHome https://cegunawan.net/2023/05/berkarya-menjadi-konten-kreator-pendidikan-bersama-indihome.html…#InternetnyaIndonesia #AktifitasTanpaBatas #BerkontenRiaBersamaIndiHome #LombaBlogIndiHome cegunawan.netPeluang Baru untuk Pengajar: Berkarya Sebagai Konten Kreator Pendidikan Bersama IndiHomeSalah satu layanan Internet Provider yang dapat membantu pengajar menciptakan konten pendidikan berkualitas adalah IndiHome dari Telkom Indonesia,,
미요 • miyo,@watanabzharuto,2023-05-03T12:39:32.000Z,ini kalo wifi tbtb gaada internet trs kedip merah di bagian LOS kenapa ya? help @IndiHomeCare @IndiHome 1153,,
sunaeni_iyah,@IyahSunaeni,2023-05-03T12:37:43.000Z,Membalas @IndiHomeJBN dan @IndiHome Mau ikutan ah,,
MasPii123,@MasPii123,2023-05-03T12:37:30.000Z,Membalas @IndiHomeJBN dan @IndiHome Gasss lah Min,,
marta,@anothername0,2023-05-03T12:19:07.000Z,"@IndiHome aku mau nanya, kenapa ya pas pendaftaran online untuk masang indihome itu harus dikirim jg foto rumah? Itu filenya aman ga? 117",,
Risnanda Cahya pratama,@cahya_risnanda,2023-05-03T12:18:52.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap @IndiHomeJBN,,
Rahmad a abb,@0404_rayza,2023-05-03T12:07:18.000Z,Membalas @IndiHomeJBN dan @IndiHome ikutan donk @IndiHomeJBN,,
Hery SL,@sl_hery,2023-05-03T12:01:53.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk ikutannn @IndiHomeJBN,,
Meiga Fatmawati,@fatmawatimeiga,2023-05-03T12:01:36.000Z,Membalas @IndiHomeJBN dan @IndiHome Setujuu @IndiHomeJBN,,
M. Bilal Annaba,@Auliya1311,2023-05-03T11:56:54.000Z,Membalas @IndiHomeJBN dan @IndiHome ikutan yukkk @IndiHomeJBN,,
Jawalia Binti Tasid,@JTasid,2023-05-03T11:56:44.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantapppp @IndiHomeJBN,,
Surya Saputra,@barbara_0404,2023-05-03T11:53:08.000Z,Membalas @IndiHomeJBN dan @IndiHome mantap nih,,
Radius Tarigan,@TariganRadius,2023-05-03T11:52:28.000Z,Membalas @IndiHomeJBN dan @IndiHome Gassskann @IndiHomeJBN,,1
arif kurniawan,@arifkurnia2327,2023-05-03T11:25:51.000Z,Membalas @IndiHomeJBN dan @IndiHome banyak jg hadiahnya @IndiHomeJBN,,
ganis,@ganis161014,2023-05-03T11:24:09.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk ikutan,,
okeuyogap,@okeuyogap,2023-05-03T11:22:35.000Z,@IndiHome cara berhenti berlangganan gimana 345,,
paqNur,@PaqNur,2023-05-03T11:21:34.000Z,Membalas @IndiHomeJBN dan @IndiHome Pasti seru min,,
Aku.Azza,@AkuAzza3,2023-05-03T11:20:38.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru kayaknya nih,,
ahmad sulton,@sultan_xungu,2023-05-03T11:19:51.000Z,Membalas @IndiHomeJBN dan @IndiHome oke bgt nih @IndiHomeJBN,,
p_trisn0,@p_trisn0,2023-05-03T11:15:51.000Z,"Membalas @IndiHomeJBN dan @IndiHome mantab, pasti seru",,
Latif Lina,@LatifLina2,2023-05-03T11:15:21.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap nih IndiHomeJBN and @IndiHome,,
Rain Nauli,@RainNauli,2023-05-03T11:11:50.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap min @IndiHomeJBN,,
ainy,@ainy_fa,2023-05-03T11:11:49.000Z,Membalas @IndiHomeJBN dan @IndiHome Udeh sikat,,
Ayoe,@ayut71459,2023-05-03T11:10:29.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk manfaatkan sebaik-baiknya,,
Siti Fahimatul Faidah,@FahimatulFaidah,2023-05-03T11:08:59.000Z,Membalas @IndiHomeJBN dan @IndiHome Setuju min @IndiHomeJBN,,
Juli Juliani0607,@JJuliani0607,2023-05-03T11:07:30.000Z,Membalas @IndiHomeJBN dan @IndiHome Ikutan ah,,
made cahya,@mdcahya21,2023-05-03T11:06:59.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap @IndiHomeJBN,,
Rap,@rizkiadityap8,2023-05-03T11:06:57.000Z,"Hallo @IndiHome @IndiHomeCare , Tolong ya ini udah 2 minggu laporan masalah belum teratasi , sudah 2x teknisi dateng , pas teknisi pulang kumat lagi sinyal merah ? tidak ada kejelasan . tolong lah masa provider sekelas indihome pelayanan nya seperti ini, saya bayar loh! ",,1
.,@flowebubs,2023-05-03T10:34:27.000Z,"@IndiHome knp sih lelet banget astaga, pdhl baru bayar 232",,
mau ikut?,@pergiketimbuktu,2023-05-03T10:30:36.000Z,Membalas @IndiHomeJBN dan @IndiHome Ikutan aaah siapa tau menang,,
Topik Irawan,@IrawanTopik,2023-05-03T10:27:08.000Z,"https://instagram.com/p/CrxwY88St9J/?igshid=YmMyMTA2M2Y=…Kompetisi Poto IndiHome tahun ini diadakan, yang punya poto ciamik, yuk ikut #InternetnyaIndonesia #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas #IndiHomePhotoCompetition @IndiHome instagram.comTopik Irawan (@topikirawan) • Instagram photo",,
SPS,@Yasmin160118,2023-05-03T10:26:34.000Z,@IndiHome heellppp dong min 215,,
BWR,@Belawr77965871,2023-05-03T10:24:52.000Z,@IndiHome  soreee 295,,
Andi Odank,@AndiOda68941289,2023-05-03T10:24:31.000Z,@IndiHome saya mau tanya 213,,
Puspo Widiantoko,@Widiantokopuspo,2023-05-03T10:24:08.000Z,Membalas @IndiHomeJBN dan @IndiHome gaskeeeun,,
Leslaiii,@Leslaiii3,2023-05-03T10:22:31.000Z,@IndiHome harap baca dm saya segera 213,,
justinstarcoach,@justinstarcoach,2023-05-03T10:22:11.000Z,Membalas @IndiHomeJBN dan @IndiHome Rmang kereen sih,,
The What,@TheWh44t,2023-05-03T10:20:10.000Z,Membalas @IndiHomeJBN dan @IndiHome Gas ken @IndiHomeJBN,,
eazycaliburn,@eazycaliburn,2023-05-03T10:18:55.000Z,Membalas @IndiHomeJBN dan @IndiHome Lumayan juga hadiahnyaa,,
Liquid Creamy,@liquidcreamyy,2023-05-03T10:14:45.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantap banget inii,,
tasmi,@Tasmiw__,2023-05-03T10:13:06.000Z,Membalas @IndiHomeJBN dan @IndiHome yoookkk ikut,,
prams widi,@prams_widi,2023-05-03T10:12:55.000Z,Membalas @IndiHomeJBN dan @IndiHome yg suka competisi yuk ikutan,,
putra ramadhan,@putradhff,2023-05-03T10:10:26.000Z,Membalas @IndiHomeJBN dan @IndiHome yok ikutan,,
Suradi,@Suradi_11,2023-05-03T10:01:59.000Z,Membalas @IndiHomeJBN dan @IndiHome keren eventnya!!,,
Kurnia,@Kurnia_star24,2023-05-03T10:00:14.000Z,Membalas @IndiHomeJBN dan @IndiHome wahhh mau nih,,
Joni Saputra,@Jonis_Putra,2023-05-03T10:00:02.000Z,Membalas @IndiHomeJBN dan @IndiHome Gass ikutan min @IndiHomeJBN,,
Ahmaddd,@Ahmadthr_,2023-05-03T09:58:08.000Z,Membalas @IndiHomeJBN dan @IndiHome mantaaap,,
gustiirda666,@gustiirda666,2023-05-03T09:56:08.000Z,Membalas @IndiHomeJBN dan @IndiHome mau ikutan donk,,
rizal,@rijal_X77,2023-05-03T09:54:02.000Z,Membalas @IndiHomeJBN dan @IndiHome Bai nih,,
Dela,@delamahardina,2023-05-03T09:53:13.000Z,Membalas @IndiHomeJBN dan @IndiHome nice,,
Kholil.Saje,@KholilSaje,2023-05-03T09:52:43.000Z,Membalas @IndiHomeJBN dan @IndiHome Keren nih @IndiHomeJBN,,
Darma,@Darmawarior154,2023-05-03T09:51:23.000Z,Membalas @IndiHomeJBN dan @IndiHome @IndiHomeJBN,,
Aris.Saje,@SajeAris,2023-05-03T09:49:11.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru nih @IndiHomeJBN,,
Esme,@Esme809,2023-05-03T09:46:04.000Z,Membalas @IndiHomeJBN dan @IndiHome Ikutan ah @IndiHomeJBN,,
Si j,@inisial_jj,2023-05-03T09:42:25.000Z,Membalas @IndiHomeJBN dan @IndiHome Skuy @IndiHomeJBN,,
tielumphd,@tielumphd,2023-05-03T09:40:19.000Z,Aku udah submittttMakasih @indiHome udah ngadain video competitionSemoga banyak anak Indonesia yang tersalurkan bakatnya dari kompetisi ini #BerkontenRiaBersamaIndiHome buruaaan ikutan guyss #AktivitasTanpaBatas#BerkontenRiaBersamaIndiHome#AktivitasTanpaBatas ,,
Kurniawan.muhammad,@msk_kurniawan,2023-05-03T09:37:42.000Z,Membalas @IndiHomeJBN dan @IndiHome Gas ken @IndiHomeJBN,,
miss_ulala,@missulala2,2023-05-03T09:35:51.000Z,Membalas @IndiHomeJBN dan @IndiHome wow menggiurkan,,
DANA.id,@danawallet,2023-05-03T09:19:59.000Z,"Membalas @FebiFir23301289 @AIDogeX_  dan 2 lainnya Live Chat siap bantu keluhan transaksi kamu: Buka app DANA, pilih History/Riwayat,  pilih transaksi yg mau dilaporin dan pilih CHAT.",,
yah_oni,@yah_oni,2023-05-03T09:19:54.000Z,Membalas @IndiHomeJBN dan @IndiHome sip sip,,
andhin,@andhinn__,2023-05-03T09:18:56.000Z,Membalas @IndiHomeJBN dan @IndiHome mantapp,,
Febi Firmansyah,@FebiFir23301289,2023-05-03T09:18:55.000Z,Membalas @AIDogeX_ Very brilliant & interesting project at its early stage. I really excited for this  airdrop Its community is fast growing. This has definitely huge potential as well@indihome@danawallet @XLAxiata_Tbk,,
sang abi,@sangabi1978,2023-05-03T09:18:36.000Z,Membalas @IndiHomeJBN dan @IndiHome ratusan juta loh hadiah nya buruan ikut yaa,,
Mama_Atu1,@mama_atu1,2023-05-03T09:16:35.000Z,Membalas @IndiHomeJBN dan @IndiHome yuk yuk ikutan,,
LPGSubsidi,@LPGSubsidika,2023-05-03T09:15:58.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk ikutan gaes,,
keiNmeme,@KeiNmeme,2023-05-03T09:15:51.000Z,Membalas @IndiHomeJBN dan @IndiHome yuk ikut keseruan,,
haza_than,@haza_than,2023-05-03T09:13:36.000Z,Membalas @IndiHomeJBN dan @IndiHome lumayan kalo dapet bisa beli cilok,,
buttonhams,@buttonhams7,2023-05-03T09:12:19.000Z,Membalas @IndiHomeJBN dan @IndiHome Langsung gas yok ikutan,,
Fatih Ahmad,@fatih18ahmd,2023-05-03T09:11:00.000Z,@indihome lag min 315,,
Mis.Riyati,@mrs_plants,2023-05-03T09:10:58.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk ikutan,,
siwalan.akang,@AkangSiwalan,2023-05-03T09:09:47.000Z,Membalas @IndiHomeJBN dan @IndiHome Yuk ikutan gaes,,
sofiaa_2004,@2004Sofiaa,2023-05-03T09:06:58.000Z,Membalas @IndiHomeJBN dan @IndiHome yg suka competisi yuk ikutan,,
rian,@rian1066_,2023-05-03T09:06:37.000Z,Membalas @IndiHomeJBN dan @IndiHome mantap,,
chealsey,@chealsery,2023-05-03T09:02:09.000Z,Membalas @IndiHomeJBN dan @IndiHome gaskan,,
Sang Fighter,@Sang_fight,2023-05-03T09:00:20.000Z,Membalas @IndiHomeJBN dan @IndiHome Yok ikutan sob,,
sam_sig79,@samudrasig79,2023-05-03T08:59:44.000Z,Membalas @IndiHomeJBN dan @IndiHome siip,,
abu hanif,@abuhanif03,2023-05-03T08:57:13.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru,,
diia,@cutestdia,2023-05-03T08:56:18.000Z,Membalas @IndiHomeJBN dan @IndiHome yu gaiss,,
wiji,@widjiae,2023-05-03T08:54:49.000Z,Membalas @IndiHomeJBN dan @IndiHome Seru tuh @IndiHomeJBN,,
Dewo Wisnu,@Dew0W1snu,2023-05-03T08:53:52.000Z,"Membalas @MamiaDoang dan @IndiHome Iyo mam, iyo",,1
byo,@byolana_,2023-05-03T08:52:10.000Z,Membalas @IndiHomeJBN dan @IndiHome ikutan gais,,
nur hidayati,@nurha_yat,2023-05-03T08:50:05.000Z,Membalas @IndiHomeJBN dan @IndiHome Langsung kan,,
sang.warior,@SangWarior,2023-05-03T08:49:46.000Z,Membalas @IndiHomeJBN dan @IndiHome Mantaps nih @IndiHomeJBN,,
Gunawan Human Service,@HumanGunawan,2023-05-03T08:49:05.000Z,https://syhthetic.blogspot.com/2023/05/menyediakan-layanan-internet-terbaik-di.html…@IndiHome  #InternetnyaIndonesia #AktivitasTanpaBatas #BerkontenRiaBersamaIndihome #LombaBlogIndiHome 10,,
joy,@joyjogalang,2023-05-03T08:48:59.000Z,Membalas @IndiHomeJBN dan @IndiHome gaskaan,,
Imawan Anshari,@awanmalangit,2023-05-03T08:47:43.000Z,"Traveling bukan hanya memberikan kebahagiaan, tapi juga bisa menghasilkan cuan. https://instagram.com/reel/CrxkxsuAZ4W/?igshid=YmMyMTA2M2Y=…@IndiHome #InternetnyaIndonesia #AktivitasTanpaBatas #BerkontenRiaBersamaIndiHome #IndiHomeVideoCompetition instagram.comImawan Anshari (@imawan_) • Instagram reel",,
CERIS Family,@cerisfamily,2023-05-03T08:42:17.000Z,"hi, Parents!pernah mengajak anak berkonten ria? berikut pengalaman saya mengajak anak berkonten ria bersama @IndiHome.https://cerisfamily.com/2023/05/mengajak-anak-berkonten-ria.html…#InternetnyaIndonesia #AktivitasTanpaBatas, #BerkontenRiaBersamaIndihome#LombaBlogIndiHome cerisfamily.com^_^ CERIS Family ^_^: Mengajak Anak Berkonten Ria: Goodbye Kecanduan Internet!data:blog.metaDescription",,
Mamiadoang,@MamiaDoang,2023-05-03T08:37:43.000Z,"Membalas @Dew0W1snu dan @IndiHome Ah, masaaaa?",,1
Ghost of Stalingrad,@mendingkaya,2023-05-03T08:32:39.000Z,"Tolong @IndiHome @IMdiherrick kenapa lagi bisa rto ini, saya lagi kerja plis 2184",,1
IndiHome Regional 5,@IndiHomeJBN,2023-05-03T08:32:35.000Z,"Belum move on dari event Ramadan Mbois, @indihome punya event baru lagi yang ngga kalah seru nih..Yukk ikutan rangkaian keseruan  #BerkontenRiaBersamaIndiHome #AktivitasTanpaBatas.Total hadiah ratusan juta rupiah .#IndiHomeMbois #InternetnyaIndonesia ",17,53
☆,@siugarplum,2023-05-03T08:27:17.000Z,@IndiHome tolong cek dm min. 52,,
,@fxjrii,2023-05-03T08:25:27.000Z,naha bot pareum @IndiHome ???!!!! 1302,,
Dewo Wisnu,@Dew0W1snu,2023-05-03T08:21:42.000Z,Membalas @MamiaDoang dan @IndiHome Nggak pandai ngonten mam,,1
Nasipadangkikil,@Nasipadangkiki,2023-05-03T08:19:48.000Z,cek dm ya @IndiHome 189,,
Kupunyaidung,@kupunyaidung,2023-05-03T08:19:37.000Z,jaringan aku lambat bgt knpa si @IndiHome 3194,,
Heritage Gry,@hrtge_gry,2023-05-03T08:19:14.000Z,min @IndiHome 198,,
𝓡𝓪𝓹𝓾𝓷𝔃𝓮𝓵,@MIqball_f,2023-05-03T08:13:56.000Z,jelek bener layanan lu @IndiHome ah lu 1119,,
nope,@sebutsajaujang,2023-05-03T08:11:26.000Z,ini gimana mau pengaduan layanan malah suruh restart modem @IndiHome @IndiHomeCare ,,
alwiy,@aaalwiy,2023-05-03T07:57:13.000Z,"@IndiHome min, sedang gangguan kah? Wifi connect without internet 3645",,
